Name,Subject,Description,Tags,Assign,Priority,Update Field,Last Order,HTTP Target,Close,Available To - Brands,Available To - Agents,Created By
"TROUBLESHOOTING: MINI V1: No Mist / No Airflow (VIDEO link)","","Hello %First Name%,

Thank you for reaching out, and we're so sorry to hear you're having trouble with your Scent Diffuser Mini.

We have some great resources available to get your diffuser up and running. I've included a video here : for your review. Please watch this video and give the suggestion a try.
You can also access our Troubleshooting steps in our Scentiment Help Center.
If the issue is not resolved, your diffuser is under warranty, and you've already completed the troubleshooting steps and submitted your video, we'll provide you with a link to initiate your warranty replacement.

Sincerely,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"ORDER ISSUE : Stuck at Label Created (Pre-Shipment)","","Hello %First Name%,

Thank you for bringing this to our attention. We sincerely apologize for the inconvenience.

We have escalated your order to our warehouse team for reshipment. Additionally, we will be coordinating with the courier to locate and retrieve the original package in case it was not properly scanned for delivery.

Once the replacement package has been shipped, you will receive an email notification with the new tracking information within 24–48 business hours.

In the meantime, please let us know if you need any additional assistance.

Best Regards,%Agent First Name%Scentiment Customer Support","refund-stuck-in-preshipment","","","","","","","All Brands","Everyone","System"
"GENERIC: [Auto Rules]: Follow up","","Hi %First Name%,

Just checking in—We're here for you.

We hope you’re doing well. We just wanted to follow up on your recent ticket to see if you still need assistance.

Our team replied, but we haven’t heard back yet. If everything’s resolved on your end, that’s wonderful—we’ll go ahead and close this ticket in 24 hours. But if you still need help, we’re here for you and happy to continue supporting you.
You can simply reply to this message, or if it’s more convenient, give us a call at (323) 310-1000, Monday to Friday from 9:00 AM to 5:00 PM EST.

We’re always just a message or call away and would love to assist you in any way we can.
All the best, %Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"PACKAGE PROTECTION: What is Package Protect+","","Hello %First Name%,

Thank you for reaching out! Great question. 
Package protection is offered as an additional item at checkout to protect your order against the following issues:
Damaged in transit

Lost in transit 

Stolen 

Delivered not received 

If one of these issues occurs, you can submit a claim by contacting us at support@scentiment.com. 

This insurance, which we highly recommend, is an option that shows up marked “yes” at checkout, and you are able to uncheck the box if you wish to opt out of it. However, if you do choose opt out we are not responsible for your parcel should something happen to it.

We strongly advise considering shipping protection for your purchase. This protection allows us to replace your order or issue a refund in the form of store credit, minus the shipping cost, in case of any shipping-related problems as mentioned above.

With so much inconsistency currently due to the national postal situation, we've found Package Protection is a great, affordable protection option for our customers. 

Regards,%Agent First Name%Scentiment Customer Support","refund-package-protection","","","","","","","All Brands","Everyone","System"
"SUBSCRIPTION: Customer Indicates Sub Was Cancelled Before Order Placement","","Hello %First Name%,

Thank you for reaching out!

Upon review, the subscription under %Email% was cancelled on [DATE], after the renewal order %Order number% was placed in our system. I'm so sorry for any confusion this may have caused.
We process and ship orders very quickly — they’re imported directly to our fulfillment facility upon receipt. Once the order has been imported, we, unfortunately, have no ability to modify or cancel it, as clearly outlined on our site here.

That said, we will gladly accept a return once the order is received, provided it is returned in new and unused condition. We kindly ask that you reach back out once your order arrives, and we’ll be happy to assist with return instructions.

Please note our updated policy regarding subscription orders:
Subscription Orders Once a subscription order has been processed, it cannot be canceled. Subscription items are not eligible for refunds, whether shipped or not. If your request is submitted within 14 days of delivery, we’ll be happy to issue a gift card for the value of the item. Refunds are no longer issued under any circumstance for subscription orders, including returned items. For full details, please refer to our Order Cancellation Policy and Return Policy.
Please note that canceling the subscription will also cancel the extended limited manufacturer warranty.
In the meantime, feel free to reach out if you have any additional questions — I’m always happy to help!

Best Regards,%Agent First Name%Scentiment Customer Support","refund-subscription-order","","","","","","","All Brands","Everyone","System"
"GENERAL: Issues Ordering","","Hello ​​%First Name%​​,

Thank you for your interest in Scentiment! If you are having issues placing your order, please try from another internet browser. If you are on a mobile device, can you try from a computer?

Thank you.

Best Regards,

​​%Agent First Name%​​

Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Video Review Update - Manufacturer defect detected","","Dear %First Name%,

Thank you for sharing the video with us—we truly appreciate your patience while we assessed the issue. After reviewing it, we’ve confirmed that your diffuser has a warranty defect and needs to be returned to us. To ensure a smooth replacement process, please send the diffuser back to us by initiating your return here. 
Once your RMA is created, you will have 14 days to return your unit. If the return is not received within this timeframe, the RMA will be automatically canceled and will no longer be valid.

As soon as we see that your diffuser is in transit, we’ll promptly send out your replacement so you can continue enjoying your scenting experience without delay. If you need any assistance with the return process, please don’t hesitate to reach out—we’re always happy to help!

Best regards,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"ORDERS: Return Request: Used products","","Hello %First Name%,

Thank you for reaching out! We truly appreciate you taking the time to contact us, and we want to ensure you have the best possible experience with our products.

We offer refunds within 14 days of delivery for products that are unused and in their original packaging (except diffusers). For used diffusers, refunds may be approved within 7 days of delivery. You can review our full return policy here for more details:🔗 Scentiment Refund Policy

Because scent diffusers come into direct contact with fragrance oils, returning a used unit beyond this timeframe presents hygiene and product integrity concerns. However, if you’re experiencing a defect or performance issue, we’re happy to assist you with a warranty replacement, provided your diffuser is still covered under warranty.

If your diffuser is under warranty and you’ve already completed the troubleshooting steps listed in the Scentiment Help Center and submitted your video, we’ll provide you with a link to initiate your warranty replacement.

Once your RMA  is created, you’ll have 14 days to return your unit. If the return is not received within this timeframe, the RMA will automatically be canceled and will no longer be valid.

Please note that used fragrance oils, candles, room sprays, reed diffusers, preserved roses, and perfumes cannot be returned or replaced. This policy helps us ensure that every customer receives a new and unused product for the best experience.

If you have any further questions, please don’t hesitate to reply — we’re always happy to help! You can also visit our Scentiment Help Center for additional support.
Regards,%Agent First Name%Scentiment Customer Support Team","return-defective","","","","","","","All Brands","Everyone","System"
"ORDERS: Diffuser out of warranty","","Hi %First Name%,

Thank you for reaching out. I understand how disappointing it can be when a product doesn't perform as expected.

After reviewing your order, I wanted to let you know that your diffuser is no longer covered under our limited manufacturer warranty. Our diffusers come with a 6-month warranty unless otherwise specified in the user manual. You can also find full warranty details anytime in our Help Center under the “Diffuser” section.

While this unit is no longer eligible for a warranty replacement, we’d still love to help. If you’re interested in replacing your diffuser, I’d be happy to offer you a special discount on a new one.

Please let me know how you'd like to proceed or if there's anything else I can assist you with.

Warm regards,%Agent First Name%Scentiment Customer Support Team","","","","","","","","All Brands","Everyone","System"
"ORDER ISSUE : Delivered, Not Received - NO PROTECT+ (1st Response)","","Hello %First Name%,
Thank you so much for your Scentiment order! I am sorry to hear you have not received your package.
Although your package says delivered, XXXX sometimes delivers within a few days to follow. XXXX is asking we wait up to 5 days for receipt of the package upon receiving the ""delivered"" notification.
In the meantime, if you would be so kind as to check some things on your end and get back to us, that would be great.
Please verify this is your current mailing address:

INSERT ADDRESS

Please check with other members of your household to see if anyone may have put your package aside. This happens a lot, myself included!
If you live in an apartment complex, please contact your rental office to see if they are holding your package there. Some packages won’t fit in your mailbox, so carriers will often leave packages at a manager’s office for safekeeping.
Please call XXXX with the tracking # and ask them if they can assist you further. Sometimes they have more information than what we can see online. They may even have your package on hold for you. They are very helpful in finding missing packages within the postal system, especially when the local post office is claiming to have delivered your package.

We look forward to hearing back from you.

Sincerely,%Agent First Name%Scentiment Customer Support","refund-lost-in-transit","","","","","","","All Brands","Everyone","System"
"TUTORIALS: Set up: Scent Diffuser Pro V1: Written Step by Step and Video","","Hello %First Name%,
Thank you for reaching out! I am happy to help get your Scent Diffuser Pro set up! Here's a comprehensive video tutorial you can watch. Otherwise, you can also follow the step by step guide below: 
Step 1: Loading the Oil
Use the included key to unlock the door on the side of the machine and remove the oil container.

Take the 200 mL scent oil bottle and unscrew the top and fill it will your preferred oil.

Connect the oil bottle to the system, ensuring the tube inside fits inside the oil bottle.

Thread the oil bottle into the machine securely.

Close the door and lock it.

Step 2: Setting Time and Date
Power on the unit.

Check if the time and date are correct on the LCD screen.

To change the time, press the set button once to change the hours, press again to change the minutes.

To change the day, press the set button a third time and use the up and down buttons to select the desired day.

Press the set button to confirm the selection.

The volume screen will appear, leave it at 200 and press the set button.

The level screen will appear, leave it at 200 and press the set button.

The milliliters per hour screen will appear, leave it at 10.0 (adjust by holding the up button and press set when it reaches 10.0).

Once the correct time and date are set, the system is ready for scheduling.

Step 3: Setting the Schedule
Press the mode button once to enter schedule mode.

The first schedule event, ""Event 1,"" will appear.

Press the set button to set the start time.

Use the set button to change hours and minutes accordingly.

To select which days the event will operate, use the up button to add or remove arrows for each day.

Press the mode button to move to the end time of the schedule.

Use the set button to set the end time.

Press the mode button to lock in the first schedule.

Step 4: Scent Dispensing Settings
Set the initial scent duration to 30 seconds by pressing the mode button.

Set the pause duration to 160 by pressing the mode button again.

If desired, set additional schedules following the same steps.

Step 5: Monitoring Oil Level
The green light indicates a full bottle, blue indicates half a bottle, and red indicates it's time to replace the bottle.

Step 6: Loading a New Bottle
When loading a new bottle, ensure the volume and level settings are set back to 200.

Press the set button until reaching the ""Bi"" screen and set it to 200.

Press the set button again until reaching the ""Level"" screen and set it to 200.

Press the set button twice more to exit the settings.

Please let us know if you have any other questions! 

Regards,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"ORDER ISSUE : Wrong Item Received: STEP 2: Non-Diffuser items -Reshipment","","Dear %First Name%,

We apologize for any inconvenience caused due to the incorrect order that you received. We understand that receiving the wrong items can be frustrating, and we take full responsibility for the error.

We have reviewed your order and have identified the issue. To rectify this error, we will be shipping you the correct package as soon as possible. We will ensure that the new package is shipped to you on priority and that it reaches you in the shortest possible time.

We assure you that we have taken corrective measures to avoid such errors in the future. We value your trust in our brand and hope that this mistake does not deter you from shopping with us in the future.

If you have any questions or concerns, please feel free to contact us. We are committed to providing excellent customer service and will be happy to assist you. You can also access our Scentiment Help Center if you need additional assistance.

Thank you for your patience and understanding.

Sincerely,%Agent First Name%Scentiment Customer Support","replacement-order","","","","","","","All Brands","Everyone","System"
"GENERAL: Wholesale Inquiry","","Hello %First Name%,

Thank you for your interest in wholesale with us.

Can you please send your email to Ahmead@scentiment.com we can discuss this in more detail with you?

Thank you!

Best Regards,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"GENERIC: Sign off","","Thank you.%First Name%.

If you need further assistance you can also access our help center here: Scentiment Help Center.

We appreciate your business.

Regards,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"ORDERS: No Order Found","","Hi %First Name%,

Thank you for reaching out!

We can't seem to find any orders that correspond to this email address. Would you mind sending us your order number as well as the date of the order?

If you do not have the order number, can you please confirm the full name on the order, as well as the complete shipping address?

Looking forward to hearing back!

You can also access our Help Center here: Scentiment Help Center if you need additional assistance.

Sincerely, %Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"GENERIC: Abandoned Cart Outreach","Thank You for Considering Scentiment - Complete Your Purchase Today!","Hi %First Name%,

I hope this email finds you well.

I noticed that you recently added some items to your cart on our website, but didn't complete your purchase. We understand that sometimes things come up, and we're here to help!

Is there anything specific that prevented you from completing your purchase? We're happy to answer any questions or assist you with any issues you might have encountered.

As a token of our appreciation, we’re offering a special discount if you complete your purchase below today: [Link to Abandoned Cart]

If you have any questions or need assistance, please reply to this email, and we'll be more than happy to help. You can also reach us at +1 (323) 310-1000, Monday to Friday from 9:00 AM to 5:00 PM EST.

Thank you for considering Scentiment. We look forward to serving you!

Sincerely,%Agent First Name%Customer Experience Specialist","","","","","","","","All Brands","Everyone","System"
"GENERIC: How can I help?","","Hi %First Name%!

Thanks for reaching Scentiment Customer Support. How can I help you today?

You can also access our Help Center here: Scentiment Help Center if you need additional assistance.

Regards,%Agent First Name%Scentiment Customer Support","","","","","","","","All Brands","Everyone","System"
"SUBSCRIPTION: Didn't know they had subscription + Return Info","","Hello %First Name%,
After reviewing your account, it shows that the auto-subscription option was selected during checkout when you ordered the (INSERT PRODUCT NAME). This option provides a 10% discount and automatically schedules a new order every 30 days (or the interval you chose). Because this option was selected at checkout, the subscription was automatically created on your account.
For your reference, here is a copy of your invoice:(INSERT INVOICE LINK)

Since this seems like not what you intended to do, I will cancel that subscription. Pleas be advised that orders are imported directly to our fulfillment facility upon receipt. Once the order has been imported to our fulfillment facility, we, unfortunately, have no ability to cancel the orders. We're so sorry for any inconvenience this may cause you.

You can review our policy in full here. Once the package arrives, if you do opt to arrange a return, please click on this link to initiate your return. Please note that we no longer process refunds for subscription orders, in accordance with our policy but we’ll be happy to issue a gift card for the value of the item.

If you have any additional questions, please let us know, we're happy to help. You can also access our Help Center here if you need additional assistance. 
Sincerely,%Agent First Name%Scentiment Customer Support","refund-subscription-order","","","","","","","All Brands","Everyone","System"
"ORDERS : Warranty Replacement (Same Unit Returned)","","Hi *,
Thank you for reaching out and sharing your concern. I completely understand how it might
seem that you’ve received a used diffuser, and I truly appreciate the chance to clarify this for
you.
The diffuser you received is actually your original unit, which has been repaired and restored
under our Warranty Replacement policy. Our technicians carefully inspected your diffuser,
addressed the reported issue, and ensured it’s cleaned, tested, and in perfect working condition
before sending it back to you.
As part of our warranty process, we always aim to repair and return the customer’s own diffuser
whenever possible, as this helps maintain product familiarity and supports our sustainability
efforts. However, if a diffuser is assessed and found to be non-repairable, we then send a
brand-new replacement unit instead.
We truly appreciate your patience and understanding as we make sure your diffuser performs
just as it should. If you experience any further issues or have any questions, please don’t
hesitate to let us know — we’ll be happy to help.
Warmly,
%Agent First Name%
Scentiment Support","","","","","","","","All Brands","Everyone","System"
"ORDER INQUIRY: Pre-Order Follow-Up","","Hi %Customer Name% ,

Thank you so much for reaching out. I completely understand the anticipation while waiting for your order.

I checked your order and can confirm that it was placed as a Pre-order. At checkout, the estimated delivery date (DATE) was displayed so customers could make an informed decision before completing their purchase.

Rest assured, We've also flagged it as priority your order is already queued as one of the first to ship out as soon as the item is back in stock. Once it ships, you’ll automatically receive a shipping confirmation email with your tracking details.

Thank you again for your patience and understanding—please feel free to reach out anytime if you need anything else.

Warm regards,%Agent First Name% Scentiment Customer Support Team","","","","","","","","All Brands","Everyone","System"
"OnTrac Claim – Delivered but Not Received","","Hi [Customer Name],

We understand that your order with tracking number [Tracking Number] shows as delivered but has not been received. We sincerely apologize for any inconvenience this may have caused.
To help resolve this matter, you may file a claim directly with OnTrac by following these steps:
1. Visit the OnTrac delivery status page for your order and click “Chat Now.”
2. Enter your name and email address.
3. Click “Track My Package” and enter your tracking number.
4. In the chat, kindly explain your situation, for example:  “I need to file a claim for a lost or missing delivery.”
5. Once your claim is submitted, you will receive an email confirmation from OnTrac with a Claim ID.

Kind Reminder:
If you do not receive an update from OnTrac within 72 business hours, please contact us with your Claim ID, and we will be happy to assist you further.

Please ensure your name and email address are entered accurately to avoid any delays in processing your claim.

For future shipments, if you would like additional protection, we offer Protect Plus, which provides insurance for your packages. With Protect Plus, it is easier and faster for us to file a claim directly on your behalf if any issues arise.

We truly appreciate your patience and understanding as we work to resolve this matter promptly.

Warm regards,%Agent First Name%
Scentiment Customer Support Team","","","","","","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Diffuser Air 2 - No Mist","","Hi %Customer Name% ,

Thanks for reaching out! We know it’s frustrating when your diffuser isn’t working, and we’re here to help get it back to normal as quickly as possible. Rest assured, we’ll make sure it’s working properly for you.
To start, could you kindly check a couple of things:
Check for airflow: Please confirm if you can feel any airflow coming out of the misting hole when the diffuser is in operation. Gently lift the diffusion head, locate the small hole, and place your finger over it to check for air pressure. If you do not feel any air pressure, please let us know so we can arrange a replacement motor pump for you.

If you do feel air pressure: Try poking the misting hole with the provided pipe. Insert it into the misting hole at the top of the diffuser head. This helps release the anti-leak ball inside, which can sometimes get stuck and block airflow. See Attached photo below as a reference.

For additional guidance, here’s a video showing how to troubleshoot your Scentiment Air 2, including how to check airflow and poke the misting hole.: YouTube Guide.
No Mist: 1:00

Diffuser No Airflow: 4:00

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.
Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""productIssue"",""displayName"":""Product Issue"",""type"":""dropdownSelect"",""value"":[""No mist""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Diffuser Air 2 – Oil Leaking","","Hi %Customer Name%,
Thanks for reaching out! We understand how frustrating it can be when your diffuser is leaking, and we’re here to help get it back to normal as quickly as possible. Rest assured, we’ll make sure it’s working properly for you.
To start, could you kindly check a couple of things:
Check Oil Level: Make sure the oil bottle is filled just below the shoulder line to prevent spills.

Clean Diffuser Parts: Soak the nozzle and pipe in diffuser cleaner or isopropyl alcohol for 5 minutes, then reattach.

Release the Anti-Leak Ball: try poking the misting hole with the provided pipe. Insert the pipe into the misting hole and gently press down to release the anti-leak ball, which can sometimes get stuck and cause leaking.

For additional guidance, here’s a video showing how to troubleshoot your Scentiment Air 2, including how to check airflow and poke the misting hole.: YouTube Guide.
Oil Leaking Out of Diffuser Time Stamp: 5:30

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.
Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""productIssue"",""displayName"":""Product Issue"",""type"":""dropdownSelect"",""value"":[""Leaking product""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Diffuser Air 2 – Not Turning On","","Hi %Customer Name%,
Thanks for reaching out! We know it’s frustrating when your diffuser won’t turn on, and we’re here to help get it working properly again. Rest assured, we’ll guide you every step of the way.
To start, could you kindly check a couple of things:
Check Remote and Power Button: Press any button on the remote and check if the small LED lights up red. If it does, the remote has power. Ensure the plastic tab on the bottom of the remote has been removed and the battery is installed correctly.

Check Charging: Use the USB-C cable that came with your diffuser to charge it fully (up to 4 hours). The LED should pulse green while charging.

Check Power Button: Make sure the power button isn’t loose or unresponsive.

If the diffuser still doesn’t turn on, or if the LED lights up but there’s no mist or airflow, you may want to check the No Mist or No Airflow troubleshooting steps.

For additional guidance, here’s a video showing how to troubleshoot your Scentiment Air 2, including checking power, remote, and charging: YouTube Guide.
No Mist: 1:00

Diffuser No Airflow: 4:00

Diffuser Not Turning On Time Stamp: 9:24

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.

Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""product123456"",""displayName"":""Product"",""type"":""dropdownSelect"",""value"":[""Standard Diffuser V2""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Diffuser Air 2 – Keeps Turning Off","","Hi %Customer Name%,

Thanks for reaching out! We understand how frustrating it can be when your diffuser keeps shutting off. Don’t worry—we’ll help get it working smoothly again.
To start, could you kindly check a couple of things:
Check Diffuser Settings: The single button near the charging port cycles through three misting levels:
Low: Mists for 15 seconds, pauses for 90 seconds

Medium: Mists for 30 seconds, pauses for 60 seconds

High: Mists for 60 seconds, pauses for 30 seconds

The diffuser is designed to automatically shut off after 8 hours of total run time.*
Check Charging: Make sure you’re using the USB-C cable that came with your diffuser. When plugged in, the LED strip should gently pulse green.

Power Issue: If your diffuser continues turning off or pulsing even after charging fully, try unplugging and plugging it back in.

For additional guidance, here’s a video showing how to troubleshoot your Scentiment Air 2 and manage power or misting issues: YouTube Guide.
Diffuser Continuously Turning Off Time Stamp: 8:00

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.
Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""productIssue"",""displayName"":""Product Issue"",""type"":""dropdownSelect"",""value"":[""Not turning on""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Diffuser Air 2 – Remote Not Responding","","Hi %Customer Name%,

Thanks for reaching out! We know it’s frustrating when your diffuser remote isn’t responding, and we’re here to help get it working properly again. Rest assured, we’ll guide you through the steps.
To start, could you kindly check a couple of things:
Check Remote LED: Press any button on the remote and see if the small LED lights up red. If it does, the remote has power. If it doesn’t light up, ensure the plastic tab at the bottom of the remote has been removed and the battery is installed correctly.

Replace Remote Battery (if needed): Insert a new CR2025 battery, making sure the polarity matches the diagram inside.

Remote Pairing: The Diffuser Air 2 remote is pre-paired out of the box. It can also control any other Diffuser Air 2 nearby if pointed in the same direction.

Also here’s a video showing how to troubleshoot your Scentiment Air 2 remote and get it responding: YouTube Guide.
Diffuser Remote Not Responding: 11:20

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.
Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Mini Diffuser 2 LE – No Mist","","Hi %Customer Name%,

Thanks for reaching out! We know it’s frustrating when your Mini 2 LE isn’t producing mist, and we’re here to help get it working properly again. Rest assured, we’ll guide you through the steps.
To start, could you kindly check a couple of things:

Check Airflow: Remove the oil bottle from the diffuser. Turn the diffuser on and place your finger near the airflow hole inside the hollow area at the top. If you feel air pressure, the pump is working.

Use Spare Parts (if available): Remove the nozzle using the provided tool and check the gasket. If the gasket is missing, please let us know. Install the replacement nozzle and pipe from your spare parts kit.

Clean Old Parts (if no spare parts): Soak the nozzle and pipe in diffuser cleaner or isopropyl alcohol for 5 minutes. Then reattach and flush the system with a cleaner for about 3 minutes. Once done, refill the oil bottle and power on your diffuser.

For additional guidance, here’s a video showing how to troubleshoot your Mini 2 LE, including how to check airflow: YouTube Guide
No Mist Time Stamp: 0:56

Please try these steps and let us know the results. If you’re still not seeing mist, please let us know and we’ll assist further.

Thank you again for reaching out – we appreciate your patience and understanding.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""resolution"",""displayName"":""Resolution"",""type"":""dropdownSelect"",""value"":[""Information::Educational link provided""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Mini Diffuser 2 LE – Oil Leaking","","Hi %Customer Name%,

Thanks for reaching out! We know it’s frustrating when your Mini 2 LE is leaking oil, and we’re here to help get it working properly again. Rest assured, we’ll guide you through the steps.
To start, could you kindly check a couple of things:
Check Oil Level: Make sure the oil bottle is filled just below the shoulder line to prevent spills.

Clean Diffuser Parts: Remove the nozzle and pipe. Soak and shake them in diffuser cleaner or isopropyl alcohol for about 5 minutes. Then reattach them. Flush the system with a cleaner for about 3 minutes.

Refill and Test: Once done, refill the oil bottle and power on your diffuser.

For additional guidance, here’s a video showing how to troubleshoot your Mini 2 LE, including Troubleshooting Diffuser Leaking Oil: YouTube GuideOil Leaking Time Stamp: 2:50

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""resolution"",""displayName"":""Resolution"",""type"":""dropdownSelect"",""value"":[""Information::Educational link provided""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Mini Diffuser 2 LE – Keeps Turning Off","","Hi %Customer Name%,

Thanks for reaching out! We know it’s frustrating when your Mini 2 LE keeps turning off, and we’re here to help get it working properly again.

To start, could you kindly check a few things:
Check Diffuser Settings: Your Mini 2 LE has a single button that controls mist intensity. Each tap cycles through three misting levels:
Low: Mists for 15 seconds, pauses for 90 seconds

Medium: Mists for 30 seconds, pauses for 60 seconds

High: Mists for 60 seconds, pauses for 30 seconds

Battery Life & Auto Shut-Off: The diffuser is designed to automatically turn off after 8 hours of total runtime. Depending on your misting level, the battery lasts 12–30 hours.

Custom Schedules (Optional): You can install the Scentiment app to create custom misting schedules. Keep in mind that each schedule is also subject to the 8-hour total runtime.

Check Charging: Make sure you are using the USB-C cable that came with your diffuser. When plugged in, the front LED should softly pulse green. If it continues to pulse even after 4 hours of charging, please let us know. 

After charging, power on the diffuser.

For additional guidance, here’s a video showing how to troubleshoot your Mini 2 LE, including misting modes and charging checks: YouTube Guide Diffuser Keeps Turning Off Time Stamp: 4:44

Please try these steps and let us know the results. We’ll be here to assist further if the issue continues.

Regards,%Agent First Name% Scentiment Customer Service","","","","","{""propertyName"":""productIssue"",""displayName"":""Product Issue"",""type"":""dropdownSelect"",""value"":[""Not turning on""],""under"":""message""}","","","All Brands","Everyone","System"
"TROUBLESHOOTING: Mini Diffuser 2 LE – Not Turning On","","Hi %Customer Name%,

Thanks for reaching out! We understand how frustrating it can be when your diffuser won’t turn on, and we’re here to help get this sorted out as quickly as possible.
To get started, please try the steps below:
Check Charging & Power: Make sure you’re using the USB-C charging cable that came with your Mini Diffuser 2 LE. Plug the diffuser into a working power source and let it charge for up to 4 hours. While charging, you should see a soft pulsing green light on the front of the diffuser.

If the light is still pulsing after 4 hours, please let us know so we can help further.
Inspect the Power Button: Check the top surface of the diffuser for any oil, dust, or residue that may interfere with the touch-sensitive power button. Gently wipe the surface clean, then try turning the diffuser on again.

LED On but No Mist or Airflow: If the diffuser powers on and the LED lights up but there’s still no mist or airflow, this may be related to a no-mist issue. In that case, please follow the no-mist troubleshooting steps below.

For additional guidance, here’s a video that walks you through Mini Diffuser 2 LE troubleshooting:  YouTube Guide
No Mist Time Stamp: 0:56

Diffuser Not Turning On Time Stamp: 6:40

Please try these steps and let us know the results. We’ll be happy to assist further if the issue continues.
Thank you for your patience—we’re here to make sure your diffuser is working properly for you

Regards,%Agent First Name%,Scentiment Customer Service","","","","","{""propertyName"":""productIssue"",""displayName"":""Product Issue"",""type"":""dropdownSelect"",""value"":[""Not turning on""],""under"":""message""}","","","All Brands","Everyone","System"
